word,length
asteikollinen,13
asteittainen,12
asteittaisuus,13
astella,7
astelu,6
astenia,7
asteri,6
asteroidi,9
astia,5
astiallinen,11
astiankuivauskaappi,19
astiankuivausteline,19
astianpesu,10
astiasto,8
astin,5
astma,5
astmaatikko,11
astmaattinen,12
astmainen,9
astraalinen,11
astraaliruumis,14
astrakaani,10
astrofysiikka,13
astrofyysikko,13
astrologi,9
astrologia,10
astrologinen,12
astronautiikka,14
astronautti,11
astronomi,9
astronomia,10
astronominen,12
astua,5
astuja,6
astumajalka,11
astunta,7
astuttaa,8
astutus,7
asu,3
asua,4
asuinalue,9
asuinhuone,10
asuinhuoneisto,14
asuinkatu,9
asuinkumppani,13
asuinkunta,10
asuinmaa,8
asuinpaikka,11
asuinrakennus,13
asuinrakentaminen,17
asuinsija,9
asuintila,9
asuja,5
asujaimisto,11
asujain,7
asukas,6
asukki,6
asuma,5
asumaton,8
asumiskulut,11
asumiskustannukset,18
asumismenot,11
asumisoikeus,12
asumispalvelu,13
asumistaso,10
asumistiheys,12
asumistuki,10
asumus,6
asunnonhaltija,14
asunnoton,9
asunnottomuus,13
asunto,6
asuntola,8
asuntorakentaminen,18
asustaa,7
asuste,6
asustella,9
asuttaa,7
asuttaja,8
asutus,6
asuuri,6
asuurinsininen,14
asvaltoida,10
asvaltointi,11
asvaltti,8
asvalttinen,11
asymmetria,10
asymmetrinen,12
asymmetrisyys,13
asynkroninen,12
atamaani,8
atari,5
atavismi,8
atavistinen,11
atavistisuus,12
ateismi,7
ateisti,7
ateistinen,10
ateistisuus,11
ateljee,7
ateria,6
ateriankorvike,14
aterimet,8
aterinsarja,11
aterioida,9
ateriointi,10
ateroskleroosi,14
atk,3
atlanttinen,11
atlas,5
atleetikko,10
atleetti,8
atleettinen,11
atleettisuus,12
atolli,6
atomaarinen,11
atomi,5
atomismi,8
atomistinen,11
atomistisuus,12
atonaalinen,11
atonaalisuus,12
atoopikko,9
atooppinen,10
atopia,6
atrain,6
atrium,6
atrofia,7
atropia,7
atsalea,7
atsteekki,9
attasea,7
attentaatti,11
attraktiivinen,14
attraktiivisuus,15
attraktio,9
attribuutti,11
atulat,6
aubergiini,10
audienssi,9
audio,5
audiofiili,10
audionomi,9
auditiivinen,12
auditoida,9
auditoija,9
auditointi,10
auditorio,9
auer,4
aueta,5
aukaisija,9
aukaisin,8
aukaista,8
aukaisu,7
aukea,5
aukeama,7
aukile,6
aukinainen,10
aukio,5
aukiolo,7
aukko,5
aukkoinen,9
aukoa,5
aukoton,7
aukottaa,8
aukotus,7
auktorisoida,12
auktorisointi,13
auktoritaarinen,15
auktoritatiivinen,17
auktoritatiivisuus,18
auktoriteetti,13
auktoroida,10
auktorointi,11
aula,4
aulio,5
aulis,5
aulius,6
auma,4
aunuksenkarjala,15
aunus,5
aura,4
aura,4
aurankurki,10
aurata,6
auraus,6
auringonhattu,13
auringonjumala,14
auringonkilo,12
auringonkukka,13
auringonkylpy,13
auringonlasku,13
auringonnousu,13
auringonottaja,14
auringonotto,12
auringonpaahde,14
auringonpaiste,14
auringonpaisteinen,18
auringonpalvoja,15
auringonpalvonta,16
auringonpilkku,14
auringonpimennys,16
auringonpistos,14
auringonpolttama,16
auringonsappi,13
auringonvalo,12
auringonvarjo,13
auringoton,10
aurinko,7
aurinkoinen,11
aurinkoisuus,12
aurinkokaha,11
aurinkokeratoosi,16
aurinkolasit,12
aurora,6
auskultaatio,12
auskultantti,12
auskultoida,11
auskultointi,12
aussi,5
australialainen,15
autella,7
autenttinen,11
autenttisuus,12
autere,6
autereinen,10
autio,5
autioittaa,10
autioitua,9
autismi,7
autisminkirjo,13
autistinen,10
autius,6
auto,4
autogiro,8
autoilija,9
autoilla,8
autoilu,7
autojenkuljetusvaunu,20
autokefaalinen,14
autokefalia,11
automaatio,10
automaatti,10
automaattinen,13
automaattistaa,14
automaattistua,14
automaattisuus,14
automatiikka,12
automatisoida,13
automatisointi,14
automatisoitua,14
autonajo,8
autonasentaja,13
autonhuolto,11
autonkuljettaja,15
autonomia,9
autonominen,11
autonrengas,11
autoritaarinen,14
autoritaarisuus,15
autosomi,8
autoton,7
autottomuus,11
autotypia,9
auttaa,6
auttaja,7
auttamaton,10
auttava,7
auttavainen,11
auttavaisuus,12
autuaallinen,12
autuaallisuus,13
autuas,6
autuus,6
autuuttaa,9
auvo,4
auvoinen,8
auvoisa,7
avaaja,6
avain,5
avajaiset,9
avajaisistunto,14
avajaisjuhla,12
avajaisjuhlallisuudet,21
avajaisjumalanpalvelus,22
avajaispuhe,11
avajaistarjous,14
avajaistilaisuus,16
avanne,6
avantgardismi,13
avantgardisti,13
avantgardistinen,16
avanto,6
avara,5
avarakatseinen,14
avarakatseisuus,15
avaramielinen,13
avarrin,7
avarrus,7
avartaa,7
avartua,7
avaruudellinen,14
avaruudentutkimus,17
avaruus,7
avata,5
avatar,6
avauma,6
avaus,5
avautua,7
avautuma,8
avautumisvaihe,14
avec,4
aversio,7
AVI,3
aviaario,8
aviisi,6
avio,4
avioitua,8
aviollinen,10
avioniikka,10
avionrikkoja,12
avioton,7
avistavekseli,13
avittaa,7
avitus,6
avo,3
avoimuus,8
avoin,5
avojalkainen,12
avokado,7
avokas,6
avokatseinen,12
avokatseisuus,13
avokaulainen,12
avokki,6
avolavainen,11
avomaankurkku,13
avomerenliikenne,16
avomielinen,11
avorioriisi,11
avosuinen,9
avu,3
avuliaisuus,11
avulias,7
avunantaja,10
avunanto,8
avunhuuto,9
avunsaaja,9
avuntarjous,11
avuntarve,9
avuntarvitsija,14
avustaa,7
avustaja,8
avustajisto,11
avuste,6
avustus,7
avuton,6
avuttomuus,10
ayrshirerotu,12
azeri,5
baabuska,8
baana,5
baari,5
baari,5
baarimikko,10
baba,4
baby,4
babylonialainen,15
babysitter,10
backgammon,10
backstage,9
bagatelli,9
bagel,5
bageli,6
baijerinvanukas,15
bailata,7
bailaus,7
bailut,6
bakkanaali,10
baklava,7
bakteeri,8
bakteeriton,11
bakteerittomuus,15
bakteremia,10
bakteriofagi,12
bakteriologia,13
bakteriologinen,15
balalaikka,10
balansoida,10
balansointi,11
balanssi,8
baletti,7
balladi,7
ballerina,9
ballistiikka,12
ballistinen,11
ballonki,8
balonki,7
balsa,5
balsami,7
balsamico,9
balsamoida,10
balsamointi,11
baltialainen,12
baltti,6
balttilaisuus,13
bambu,5
banaali,7
banaalistaa,11
banaalistua,11
banaalius,9
banaani,7
banalisoida,11
banalisointi,12
banalisoitua,12
banaliteetti,12
banderolli,10
bandiitti,9
banjo,5
banketti,8
banketti,8
banneri,7
bantu,5
bantustan,9
baptismi,8
baptisti,8
barbaari,8
barbaarimaisuus,15
barbaarinen,11
barbaarisuus,12
barbaria,8
barbarismi,10
barbecue,8
barbecuekutsut,14
barbi,5
barbituraatti,13
bardi,5
baretti,7
barista,7
baritoni,8
barium,6
barnakkeli,10
barokki,7
barometri,9
barrakuda,9
barreli,7
barrikadi,9
barterkauppa,12
barytoni,8
basaari,7
basaliooma,10
basaltti,8
baseball,8
basenji,7
basilika,8
basilika,8
basilli,7
basisti,7
baskeri,7
baski,5
baskilaisuus,12
basmatiriisi,12
bassetti,8
basso,5
bastardi,8
bastioni,8
bataatti,8
bataviansalaatti,16
batikki,7
batisti,7
batistinen,10
baudi,5
bauksiitti,10
bavarois,8
bavaroise,9
beagle,6
bearninkastike,14
beat,4
beatbox,7
beatboxata,10
beatboxaus,10
beatboxing,10
beaujolais,10
bebee,5
bebop,5
becquerel,9
beduiini,8
beesi,5
beeta,5
begonia,7
beguine,7
behaviorismi,12
behavioristi,12
behavioristinen,15
beibi,5
beige,5
beignet,7
belgianpaimenkoira,18
belladonna,10
benchmarking,12
benediktiini,12
benigni,7
benjihyppy,10
bensa,5
bensiini,8
bensiininkulutus,16
bentseeni,9
bentso,6
bentsodiatsepiini,17
bentsoehappo,12
berberi,7
berberi,7
bergamotti,10
berliininmakkara,16
berliininmunkki,15
bermudasortsit,14
bermudat,8
bernhardilainen,15
bernhardilaismunkki,19
bernhardinkoira,15
berylli,7
beryllium,9
besserwisser,12
bestis,6
bestman,7
bestseller,10
betaversio,10
betoni,6
betoninen,9
betoninsekoitin,15
betonoida,9
betonointi,10
biblia,6
bibliofiili,11
bibliofilia,11
bibliografi,11
bibliografia,12
bibliografinen,14
bidee,5
biedermeier,11
biennaali,9
bigaaminen,10
bigamia,7
bigband,7
biisami,7
biisi,5
biisoni,7
biitsi,6
biitti,6
bikarbonaatti,13
bikinialushousut,16
bikinihousut,12
bikinikunto,11
bikiniraja,10
bikinit,7
bilanssi,8
bilateraalinen,14
bilateraalisuus,15
bileet,6
biletys,7
bilirubiini,11
biljardi,8
biljoona,8
bilsa,5
bimbo,5
bimetallismi,12
binaariluku,11
binaarinen,10
binaarinumero,13
bingo,5
bingota,7
binomi,6
bioanalyytikko,14
bioase,6
biobensa,8
biobensiini,11
biodiesel,9
biodiversiteetti,16
biodynaaminen,13
biodynaamisuus,14
bioeettinen,11
bioelektroniikka,16
bioenergia,10
bioetanoli,10
bioetiikka,10
biofysiikka,11
biofyysikko,11
biogeeninen,11
biogeenisuus,12
biogeenisyys,12
biografi,8
biografia,9
biografinen,11
biohajoava,10
biohajoavuus,12
biohiili,8
biokaasu,8
biokemia,8
biokemiallinen,14
biokemisti,10
biokenoosi,10
biokolonialismi,15
biologi,7
biologia,8
biologinen,10
biomanipulaatio,15
biomassa,8
biomateriaali,13
biomekaaninen,13
biomekaniikka,13
biometria,9
biometriikka,12
biometrinen,11
biomi,5
biomuovi,8
bioniikka,9
biopalaute,10
biopankki,9
biopiratismi,12
biopolttoaine,13
biopsia,7
biorytmi,8
biorytmiikka,12
biotaisteluaine,15
biotakka,8
biotalous,9
biotekniikka,12
biotekninen,11
bioterrorismi,13
biotiede,8
biotiitti,9
biotooppi,9
biotunniste,11
biotunnistus,12
bioturvallisuus,15
biotyyppi,9
biouhka,7
biovalkaisu,11
biovoimala,10
bioyhteiskunta,14
birdie,6
birgittalaisluostari,20
birgittalaisnunna,17
bisarri,7
biseksuaali,11
biseksuaalinen,14
biseksuaalisuus,15
bismarck,8
bisnes,6
bisse,5
bistro,6
bitcoin,7
bitter,6
bitti,5
bitumi,6
bitumoida,9
blandata,8
blandaus,8
blandinki,9
blandis,7
blanketti,9
blankoluotto,12
blankosiirto,12
blanseerata,11
blanseeraus,11
blastula,8
blazer,6
bleiseri,8
blenderi,8
blini,5
blisteri,8
blogata,7
bloggaaja,9
bloggailla,10
bloggari,8
blogi,5
blogisti,8
blogittaa,9
blokata,7
blokkaus,8
blokki,6
blokkiintua,11
blokkiutua,10
blondata,8
blondaus,8
blondi,6
blondiini,9
blues,5
bluffata,8
bluffaus,8
bluffi,6
boa,3
boccia,6
bodaaja,7
bodari,6
bodata,6
bodaus,6
bodi,4
body,4
bodybuilding,12
bofori,6
boheemi,7
boikotoida,10
boikotointi,11
boikotti,8
boileri,7
bokseri,7
bokserit,8
boksi,5
boksi,5
bolero,6
bolognankastike,15
bolognesekastike,16
bolsevikki,10
bolsevismi,10
bolsevistinen,13
bongari,7
bongata,7
bongaus,7
bongo,5
bonsai,6
bonus,5
booli,5
boomer,6
boomeri,7
boomi,5
boordi,6
boori,5
boosteri,8
bootsi,6
bordeaux,8
bordelli,8
bordyyri,8
boreaalinen,11
borrelioosi,11
borssi,6
bosnia,6
bosniakki,9
bosoni,6
bostonkakku,11
botaanikko,10
botaaninen,10
botaniikka,10
botanisti,9
botti,5
botuliini,9
botulismi,9
bougainvillea,13
bouillabaisse,13
boulderkiipeily,15
boulderointi,12
bouquet,7
bourbon,7
bourette,8
bourgogne,9
boutique,8
boyfriend,9
boysenmarja,11
braatvursti,11
brahma,6
brahmaani,9
brahmalaisuus,13
brahmanismi,11
braillekirjoitus,16
bramaani,8
bramiini,8
brandi,6
brandy,6
brasilialainen,14
brassailla,10
brassailu,9
brasserie,9
brassi,6
bravuuri,8
breakdance,10
breikata,8
breikkaus,9
breikki,7
brenkku,7
breseerata,10
breseeraus,10
bridge,6
brie,4
brienjuusto,11
briifata,8
briifaus,8
briiffata,9
briiffaus,9
briiffi,7
briketti,8
briljantti,10
briljeerata,11
briljeeraus,11
briossi,7
britannialainen,15
britannianenglanti,18
britti,6
brodeerata,10
brodeeraus,10
brodyyri,8
broidi,6
broileri,8
broilerinkoipi,14
broisku,7
brokadi,7
brokkoli,8
bromi,5
bronkiitti,10
brontosaurus,12
brosari,7
brosyyri,8
brownie,7
brovninki,9
brunch,6
brunetti,8
brunssi,7
bruschetta,10
brutaali,8
brutaalius,10
brutalismi,10
brutto,6
brysselinkaali,14
buddhalainen,12
buddhalaisuus,13
buddhismi,9
budjetoida,10
budjetointi,11
budjetti,8
budo,4
bufetti,7
buffet,6
buffetti,8
bugi,4
bukee,5
buklee,6
bulevardi,9
bulgaari,8
bulgaria,8
bulguri,7
buliimikko,10
bulimia,7
bulkki,6
bulla,5
bulldoggi,9
bulletlaina,11
bullterrieri,12
bulvaani,8
bumerangi,9
bungalow,8
bunkkeri,8
buprenorfiini,13
burgeri,7
burka,5
burkini,7
burleski,8
burnout,7
burrito,7
bursiitti,9
busa,4
business,8
busmanni,8
bussi,5
bussinkuljettaja,16
butaani,7
buto,4
buuata,6
buuaus,6
buukata,7
buukkaus,8
buumeri,7
buumi,5
buuri,5
buusteri,8
buutata,7
buutsi,6
buzuki,6
bygga,5
byrokraatti,11
byrokraattinen,14
byrokraattistaa,15
byrokraattistua,15
byrokraattisuus,15
byrokratia,10
byrokratisoida,14
byrokratisointi,15
byrokratisoitua,15
bysanttilainen,14
bysanttilaisuus,15
byte,4
caddie,6
caesarsalaatti,14
cafeteria,9
cajunmusiikki,13
cajunruoka,10
calmetterokotus,15
calvados,8
calypso,7
camembert,9
camembertinjuusto,17
cameo,5
camp,4
camping,7
campus,6
canasta,7
cancan,6
cannelloni,10
cantaloupemeloni,16
cantaluponmeloni,16
capoeira,8
cappuccino,10
caprihousut,11
caprit,6
carambola,9
carpaccio,9
casanova,8
case,4
catering,8
catwalk,7
cava,4
cayennenpippuri,15
cayennepippuri,14
celsiusaste,11
cembalo,7
cesium,6
ceviche,7
chanson,7
chapati,7
charleston,10
charmantti,10
charmi,6
charmikas,9
charolaisrotu,13
charterlento,12
chat,4
chatata,7
chateaubriand,13
chattailla,10
chattailu,9
chatti,6
cheddar,7
cheddarinjuusto,15
cheerleader,11
cheerleading,12
chenille,8
cherimoya,9
chia,4
chianti,7
chic,4
chihuahua,9
chilensalpietari,16
chili,5
chillailla,10
chillata,8
chinchilla,10
chinot,6
chippendale,11
chips,5
chorizo,7
choronkastike,13
churro,6
chutney,7
ciabatta,8
cicero,6
cirrus,6
cissukupuolinen,15
city,4
civis,5
clafoutis,9
clearing,8
clou,4
cockerspanieli,14
cocktail,8
cocktailkutsut,14
cola,4
college,7
collie,6
comeback,8
contra,6
cookie,6
cool,4
copy,4
copyright,9
copywriter,10
cosplay,7
coulibiac,9
coulis,6
coulombi,8
country,7
couperosa,9
couscous,8
cowboy,6
cover,5
crack,5
crema,5
croissant,9
crossfit,8
crostini,8
cumberlandinkastike,19
cumberlandkastike,17
cumulus,7
cup,3
curling,7
curry,5
curuba,6
daalia,6
daami,5
dada,4
dadaisti,8
dadaistinen,11
daktyyli,8
dalmatiankoira,14
damaski,7
damasti,7
damastinen,10
dandy,5
dari,4
darra,5
darts,5
darvinismi,10
darwinismi,10
darvinisti,10
darwinisti,10
darvinistinen,13
darwinistinen,13
data,4
datanomi,8
datansiirto,11
dateerata,9
dateeraus,9
datiivi,7
deadline,8
deaktivoida,11
dealer,6
debatoida,9
debatointi,10
debatti,7
debentuuri,10
debet,5
debiili,7
debytantti,10
debytoida,9
debyytti,8
dedis,5
deduktiivinen,13
deduktiivisuus,14
deduktio,8
deejii,6
deeku,5
defekti,7
defensiivinen,13
defensiivisyys,14
defenssi,8
defibrillaattori,16
definiittinen,13
definiittisyys,14
definioida,10
definitiivinen,14
definitiivisyys,15
definitio,9
deflaatio,9
deformaatio,11
degeneraatio,12
degeneroitua,12
deglaseerata,12
deglaseeraus,12
degu,4
deismi,6
deisti,6
deistinen,9
deitata,7
deittailla,10
deittailu,9
deitti,6
dekaani,7
dekaani,7
dekadenssi,10
dekadentti,10
dekantoida,10
dekantointi,11
dekantteri,10
dekkari,7
dekkaristi,10
dekki,5
deklinaatio,11
dekoltee,8
dekoodata,9
dekoodaus,9
dekooderi,9
dekoraatio,10
dekoratiivinen,14
dekoratiivisuus,15
delata,6
delegaatio,10
delegaatti,10
delegoida,9
delegointi,10
delfiini,8
delfinaario,11
deli,4
delirium,8
delta,5
demagnetoida,12
demagnetointi,13
demagogi,8
demagogia,9
demagoginen,11
demagogisuus,12
demari,6
demarkaatiolinja,16
dementia,8
dementikko,10
dementoida,10
dementointi,11
dementoitua,11
dementti,8
demerarasokeri,14
demilitarisaatio,16
demilitarisoida,15
demilitarisointi,16
deminutiivi,11
deminutiivinen,14
demo,4
demobilisaatio,14
demobilisoida,13
demobilisointi,14
demografi,9
demografia,10
demografinen,12
demokraatti,11
demokraattinen,14
demokraattistaa,15
demokraattistua,15
demokraattisuus,15
demokratia,10
demokratisoida,14
demokratisointi,15
demokratisoitua,15
demoni,6
demoninen,9
demonisuus,10
demonstraatio,13
demonstratiivinen,17
demonstratiivipronomini,23
demonstratiivisuus,18
demonstroida,12
demonstrointi,13
demoralisoida,13
demoralisointi,14
demoralisoitua,14
demota,6
denaturoida,11
denaturointi,12
dendrologi,10
dendrologia,11
dendrologinen,13
denguekuume,11
denguevirus,11
denier,6
denimi,6
deodorantti,11
deoksiribonukleiinihappo,24
depilaatio,10
depis,5
deponoida,9
deponointi,10
depotkapseli,12
depotlaastari,13
depottabletti,13
depressiivinen,14
depressiivisyys,15
depressio,9
deprivaatio,11
derby,5
derivaatta,10
derivoida,9
derivointi,10
dermatologi,11
dermatologia,12
dermatologinen,14
dermatoskooppi,14
dermis,6
dervissi,8
desantti,8
desentralisaatio,16
desentralisoida,15
desentralisointi,16
desi,4
desibeli,8
design,6
designer,8
desimetriaallot,15
desinfektio,11
desinfektoida,13
desinfektointi,14
desinfioida,11
desinfiointi,12
deskriptiivinen,15
deskriptiivisyys,16
deskriptio,10
desoksiribonukleiinihappo,25
despootti,9
despoottinen,12
despoottisuus,13
despotia,8
despotismi,10
destruktiivinen,15
detalji,7
detektori,9
determinismi,12
deterministinen,15
deuterium,9
devalvaatio,11
devalvoida,10
devalvointi,11
devalvoitua,11
deviaatio,9
devonikausi,11
dia,3
diaari,6
diaario,7
diabeetikko,11
diabetes,8
diadeemi,8
diagnoosi,9
diagnosoida,11
diagnosointi,12
diagnostiikka,13
diagnostinen,12
diagnostisuus,13
diagonaali,10
diagonaalinen,13
diagrammi,9
diakonia,8
diakoninen,10
diakonissa,10
diakroninen,11
dialektiikka,12
dialektinen,11
dialogi,7
dialyysi,8
diarioida,9
diariointi,10
diastolinen,11
diatermia,9
diatoninen,10
diatsepaami,11
didaktiikka,11
didaktikko,10
didaktinen,10
dieetti,7
diesel,6
dieteetikko,11
dietetiikka,11
differentiaali,14
differentioida,14
differentiointi,15
differentioitua,15
diffraktio,10
diffuusi,8
diffuusio,9
diftongi,8
digata,6
digestiivi,10
digiboksi,9
digikamera,10
digikuva,8
digilehti,9
digiloikka,10
diginatiivi,11
diginauhuri,11
digisovitin,11
digitaalikamera,15
digitaalikello,14
digitaalikuva,13
digitaalilevy,13
digitaalimittari,16
digitaalinauhuri,16
digitaalinen,12
digitaalisignaali,17
digitaalistaa,13
digitaalistua,13
digitaalisuus,13
digitaalitekniikka,18
digitaalitelevisio,18
digitaito,9
digitalis,9
digitalisaatio,14
digitalisoida,13
digitalisointi,14
digitalisoitua,14
digitelevisio,13
digitoida,9
digitointi,10
diileri,7
diili,5
diiva,5
diivailla,9
diivailu,8
diivata,7
dijoninsinappi,14
dijonsinappi,12
dikotomia,9
diktaattori,11
diktatorinen,12
diktatorisuus,13
diktatuuri,10
dildo,5
dilemma,7
diletantismi,12
diletantti,10
dimensio,8
diminutiivi,11
diminutiivinen,14
dinaari,7
dino,4
dinosaurus,10
diodi,5
dioksiini,9
diopteri,8
dioptria,8
dioraama,8
dipata,6
diploidi,8
diploidinen,11
diplomaatti,11
diplomaattinen,14
diplomaattisuhteet,18
diplomaattisuus,15
diplomatia,10
diplomi,7
dipoli,6
dippaus,7
dippi,5
direktiivi,10
direktoraatti,13
dirhami,7
disinformaatio,14
disjunktiivikonjunktio,22
disjunktiivinen,15
diskantti,9
diskata,7
diskaus,7
disketti,8
disko,5
diskografia,11
diskontata,10
diskonttaus,11
diskontto,9
diskota,7
diskoteekki,11
diskreetti,10
diskriminaatio,14
diskriminoida,13
diskriminointi,14
diskursiivinen,14
diskurssi,9
diskvalifioida,14
diskvalifiointi,15
disponibiliteetti,17
dispositio,10
dissata,7
dissidentti,11
dissonanssi,11
dissonoida,10
distikon,8
distribuutio,12
disulfiraami,12
dityppioksidi,13
diureetti,9
diureettinen,12
divaani,7
divari,6
divari,6
divergenssi,11
divergentti,11
diversiteetti,13
divertikkeli,12
divisioona,10
divisioonankomentaja,20
dixieland,9
DNA,3
dobermanni,10
dogmaatikko,11
dogmaattinen,12
dogmaattisuus,13
dogmatiikka,11
dogmi,5
dokata,6
dokaus,6
dokkari,7
doktriini,9
doku,4
doku,4
dokumentaarinen,15
dokumentaatio,13
dokumentaristi,14
dokumentoida,12
dokumentointi,13
dokumentti,10
dollari,7
dolomiitti,10
dominanssi,10
dominantti,10
dominikaani,11
dominio,7
domino,6
dominoida,9
dominointi,10
dongarit,8
donitsi,7
donjuan,7
donkata,7
donkkaus,8
donkki,6
donna,5
doorilainen,11
dopamiini,9
doping,6
dorka,5
dosentti,8
dosentuuri,10
dosetti,7
dosimetri,9
doula,5
doupata,7
downshiftaus,12
downshifting,12
draama,6
draamallinen,12
draamallisuus,13
dragsteri,9
draivi,6
drakma,6
dramaatikko,11
dramaattinen,12
dramaattisuus,13
dramatiikka,11
dramatisoida,12
dramatisointi,13
dramaturgi,10
dramaturgia,11
drapeerata,10
drapeeraus,10
drastinen,9
drastisuus,10
dreeni,6
dreeveri,8
dreija,6
dreijata,8
dreijaus,8
drilli,6
drinkki,7
drinksu,7
dromedaari,10
drone,5
drooni,6
druidi,6
druusi,6
duaalimalli,11
dualismi,8
dualistinen,11
dualistisuus,12
dubata,6
dubbaus,7
dublee,6
dubletti,8
duchesse,8
duchesseperunat,15
duetto,6
duffeli,7
dumdumluoti,11
dumpata,7
dumping,7
dumppaus,8
dumpperi,8
duo,3
dupletti,8
duplikaatti,11
duralumiini,11
durra,5
duuma,5
duunari,7
duunata,7
duunaus,7
duuni,5
duuri,5
DVD,3
dynaaminen,10
dynaamisuus,11
dynamiikka,10
dynamiitti,10
dynamo,6
dynastia,8
dysfaatikko,11
dysfaattinen,12
dysfasia,8
dysfemismi,10
dysforia,8
dysleksia,9
dystonia,8
dystooppinen,12
dystopia,8
dyykata,7
dyykkari,8
dyyni,5
eagle,5
ebola,5
eboniitti,9
ecu,3
edam,4
edaminjuusto,12
edelle,6
edelleenkuljetus,16
edelleenvuokraus,16
edellinen,9
edellisilta,11
edellisiltainen,15
edelliskerta,12
edelliskertainen,16
edellisvuosi,12
edellisvuotinen,15
edellytys,9
edelweiss,9
edesauttaa,10
edesmennyt,10
edesottamus,11
edestakainen,12
edestakaisliike,15
edestakaisneule,15
edestakaissauma,15
edesvastuu,10
edesvastuuton,13
edikti,6
edistyksellinen,15
edistyksellisyys,16
edistyneisyys,13
edistys,7
edistysmielinen,15
editio,6
editoida,8
editoija,8
editointi,9
editori,7
editse,6
edukas,6
edullinen,9
edullisuus,10
edunsaaja,9
eduntasoitus,12
edunvalvoja,11
edunvalvonta,12
edus,4
edusta,6
edustaja,8
edustajainhuone,15
edustajanpaikka,15
edustajanpalkkio,16
edustajantoimi,14
edustajisto,11
edustajuus,10
edustautua,10
edustava,8
edustavuus,10
edusteinen,10
edustua,7
edustuksellinen,15
edustus,7
edustuskulut,12
edustuskykyinen,15
edustusmenot,12
edustusto,9
eebenholtsi,11
eebenpuu,8
eeden,5
EEG,3
eekkeri,7
eepikko,7
eepos,5
eeppinen,8
eesti,5
eetos,5
eetteri,7
eettinen,8
eettisyys,9
eetvartti,9
eeva,4
efedriini,9
efekti,6
efektiivinen,12
efektiivisyys,13
efesolaiskirje,14
ege,3
ego,3
egoisti,7
egoistinen,10
egoistisuus,11
egosentrinen,12
egosentrisyys,13
egyptinparru,12
egyptologi,10
egyptologia,11
egyptologinen,13
ehdokas,7
ehdokkuus,9
ehdollepano,11
ehdollinen,10
ehdollistaa,11
ehdollistua,11
ehdollisuus,11
ehdonalainen,12
ehdonvalta,10
ehdotella,9
ehdotelma,9
ehdoton,7
ehdottaa,8
ehdottaja,9
ehdottomuus,11
ehdotus,7
eheys,5
eheytys,7
ehjyys,6
ehkei,5
ehken,5
ehompi,6
ehostaa,7
ehoste,6
ehostus,7
ehta,4
ehto,4
ehtoisa,7
ehtolaiskuulustelu,18
ehtoo,5
ehtoollinen,11
ehtoollisastiat,15
ehtoollisjumalanpalvelus,24
ehtoolliskalkki,15
ehtoolliskirkko,15
ehtoollislautanen,17
ehtoollismalja,14
ehtoollispikari,15
ehtoollisvieras,15
ehtoollisviini,14
ehyt,4
eideetikko,10
eideettinen,11
eilinen,7
eilisaamu,9
eilisaamuinen,13
eilisilta,9
eilisiltainen,13
eine,4
eines,5
eioo,4
ejakulaatio,11
ejakuloida,10
eka,3
EKG,3
eklektikko,10
eklektinen,10
eklektismi,10
ekliptika,9
ekobetoni,9
ekobetonoida,12
ekobetonointi,13
ekofilosofia,12
ekokatastrofi,13
ekokunta,8
ekologi,7
ekologia,8
ekologinen,10
ekolokero,9
ekomatkailu,11
ekomerkki,9
ekonometria,11
ekonometrinen,13
ekonomi,7
ekonomia,8
ekonominen,10
ekonomisti,10
ekonomisuus,11
ekopiste,8
ekorakentaminen,15
ekosysteemi,11
ekotalo,7
ekotase,7
ekotuote,8
ekoturismi,10
ekotyyppi,9
eksakti,7
eksaktius,9
ekseema,7
eksegetiikka,12
eksemplaari,11
eksentrikko,11
eksentrinen,11
eksentrisyys,12
ekshibitionismi,15
ekshibitionisti,15
ekshibitionistinen,18
eksisteerata,12
eksistenssi,11
eksistentiaalinen,17
eksistentialismi,16
eksistentialisti,16
eksistentialistinen,19
eksistoida,10
eksklusiivinen,14
eksklusiivisuus,15
ekskursio,9
ekskurssi,9
eksogaaminen,12
eksogamia,9
eksogeeninen,12
eksogeenisuus,13
eksogeenisyys,13
eksoottinen,11
eksoottisuus,12
eksoplaneetta,13
eksoterminen,12
eksotiikka,10
ekspansiivinen,14
ekspansiivisuus,15
ekspansio,9
ekspatriaatti,13
eksperimentaalinen,18
ekspertti,9
eksplementtikulma,17
eksplikoida,11
eksplisiittinen,15
